,data_name,n_sample,n_itr,type,MSE,Corr,MAE,R2
Torque2_n5_itr5_AffineTrans3,Torque2,5,5,Proposed method 3,155.85641343770664,0.5753200381444359,9.078393667351111,0.297947247539606
Torque2_n5_itr6_WOTL,Torque2,5,6,Without transfer,179.94803537025723,0.44966657346053407,10.504757458404647,0.18942691708979464
Torque2_n5_itr6_ONLY,Torque2,5,6,Using only source features,144.94378186439587,0.6203753898086377,9.139459617769939,0.34710302408832716
Torque2_n5_itr6_WITH,Torque2,5,6,With source features,167.60483349267483,0.5070711787493748,10.024184378992642,0.24502667497716912
Torque2_n5_itr6_RES,Torque2,5,6,Leraning the residuals,144.94378186439653,0.6203753898086376,9.139459617769973,0.34710302408832416
Torque2_n5_itr6_RATE,Torque2,5,6,Learning the rates,144.94378186439616,0.6203753898086387,9.139459617769965,0.34710302408832594
Torque2_n5_itr6_AffineTrans,Torque2,5,6,Proposed method,152.7968512608651,0.5953765683680672,9.392767043939116,0.31172899703709334
Torque2_n5_itr6_AffineTrans2,Torque2,5,6,Proposed method 2,168.27559280564748,0.520416878377599,9.920836870024019,0.24200525024703368
Torque2_n5_itr6_AffineTrans3,Torque2,5,6,Proposed method 3,148.77081596587354,0.6084542681513316,9.264635665329331,0.3298642094291149
Torque2_n5_itr7_WOTL,Torque2,5,7,Without transfer,230.02802991753964,0.380939711405625,11.860129218198908,-0.036157627297104034
Torque2_n5_itr7_ONLY,Torque2,5,7,Using only source features,135.25841254281937,0.6263166100290793,8.289727215157404,0.3907306172096455
Torque2_n5_itr7_WITH,Torque2,5,7,With source features,190.62004640809354,0.49343755109621074,10.593254495615303,0.1413550119423349
Torque2_n5_itr7_RES,Torque2,5,7,Leraning the residuals,138.31069511921612,0.6228570775737154,8.440417569120612,0.37698165855737487
Torque2_n5_itr7_RATE,Torque2,5,7,Learning the rates,135.36836256823506,0.6263245578062488,8.301420175206067,0.39023534905690427
Torque2_n5_itr7_AffineTrans,Torque2,5,7,Proposed method,135.2870457239144,0.6291296306743991,8.163360150075098,0.3906016394976858
Torque2_n5_itr7_AffineTrans2,Torque2,5,7,Proposed method 2,204.27492579838147,0.440092361564632,11.069228554712625,0.07984682341791527
Torque2_n5_itr7_AffineTrans3,Torque2,5,7,Proposed method 3,131.63964881806908,0.6392949259501819,8.139248115722364,0.4070312812466773
Torque2_n5_itr8_WOTL,Torque2,5,8,Without transfer,273.4081681171123,0.36566701156786424,12.667066950263898,-0.23156277459503483
Torque2_n5_itr8_ONLY,Torque2,5,8,Using only source features,300.62855404710587,0.33471977553118987,14.328927156750574,-0.35417657305013783
Torque2_n5_itr8_WITH,Torque2,5,8,With source features,268.1529429742912,0.38282246222696736,12.630157815055293,-0.2078906959494471
Torque2_n5_itr8_RES,Torque2,5,8,Leraning the residuals,273.06819033297916,0.36691096919563826,12.662304118675243,-0.2300313500366129
Torque2_n5_itr8_RATE,Torque2,5,8,Learning the rates,272.77507175968475,0.36738621329210364,12.654942365238762,-0.22871100205323747
Torque2_n5_itr8_AffineTrans,Torque2,5,8,Proposed method,246.1577517236629,0.43009956242128067,12.135525430181701,-0.10881370439164884
Torque2_n5_itr8_AffineTrans2,Torque2,5,8,Proposed method 2,345.0693807696682,0.24633956028069268,14.087705582931624,-0.5543595750454995
Torque2_n5_itr8_AffineTrans3,Torque2,5,8,Proposed method 3,252.08965795158522,0.414128952591831,12.242458725858341,-0.1355338822963863
Torque2_n5_itr9_WOTL,Torque2,5,9,Without transfer,187.54158018381455,0.5366494352833017,10.064494260763704,0.1552219144229008
Torque2_n5_itr9_ONLY,Torque2,5,9,Using only source features,300.71049337061396,0.36323349720314724,13.924169089801898,-0.3545456674385865
Torque2_n5_itr9_WITH,Torque2,5,9,With source features,189.53445525909876,0.5214988481886985,10.188964165450397,0.14624504012524986
Torque2_n5_itr9_RES,Torque2,5,9,Leraning the residuals,300.71049337061066,0.36323349720314724,13.92416908980181,-0.35454566743857185
Torque2_n5_itr9_RATE,Torque2,5,9,Learning the rates,300.71049337060583,0.36323349720314996,13.924169089801683,-0.35454566743854987
Torque2_n5_itr9_AffineTrans,Torque2,5,9,Proposed method,185.56617972196437,0.5493214782595077,10.095094178044047,0.1641200746003626
Torque2_n5_itr9_AffineTrans2,Torque2,5,9,Proposed method 2,210.38173298061437,0.4020488326314989,10.877396052646672,0.052338806927178516
Torque2_n5_itr9_AffineTrans3,Torque2,5,9,Proposed method 3,183.5878638096092,0.5478613606045117,10.072553849798153,0.17303136737857272
Torque2_n5_itr10_WOTL,Torque2,5,10,Without transfer,194.0831596369674,0.42137492018106437,10.774020313469302,0.1257554731053615
Torque2_n5_itr10_ONLY,Torque2,5,10,Using only source features,324.5622774298028,0.4970875129211036,13.234924026522629,-0.4619856519762604
Torque2_n5_itr10_WITH,Torque2,5,10,With source features,219.48454628557954,0.45106263318837414,11.824230069893732,0.011335328180773763
Torque2_n5_itr10_RES,Torque2,5,10,Leraning the residuals,324.5622774298041,0.49708751292110354,13.234924026522659,-0.46198565197626595
Torque2_n5_itr10_RATE,Torque2,5,10,Learning the rates,324.56227742980514,0.4970875129211037,13.234924026522686,-0.4619856519762706
Torque2_n5_itr10_AffineTrans,Torque2,5,10,Proposed method,203.03902028527003,0.38523523462308806,10.821557317349344,0.08541394027966487
Torque2_n5_itr10_AffineTrans2,Torque2,5,10,Proposed method 2,220.53078141854203,0.18940134606067052,11.772678170334478,0.006622578550418146
Torque2_n5_itr10_AffineTrans3,Torque2,5,10,Proposed method 3,212.2073231973041,0.39792331146301946,11.563676562373812,0.044115464632675905
Torque2_n5_itr11_WOTL,Torque2,5,11,Without transfer,446.72789875536773,0.24861461451950292,16.71187164624414,-1.0122787635390171
Torque2_n5_itr11_ONLY,Torque2,5,11,Using only source features,217.80000476197452,0.5399347549746462,11.947798024716711,0.018923318865247007
Torque2_n5_itr11_WITH,Torque2,5,11,With source features,411.44866194286834,0.31930435267574103,15.918748882598642,-0.8533639985793027
Torque2_n5_itr11_RES,Torque2,5,11,Leraning the residuals,217.80000476197392,0.5399347549746462,11.947798024716692,0.018923318865249783
Torque2_n5_itr11_RATE,Torque2,5,11,Learning the rates,217.80000476197336,0.5399347549746463,11.947798024716674,0.018923318865252226
Torque2_n5_itr11_AffineTrans,Torque2,5,11,Proposed method,195.64399831492585,0.5813040453534142,11.512365708243035,0.11872469993512325
Torque2_n5_itr11_AffineTrans2,Torque2,5,11,Proposed method 2,165.2623644641069,0.535698089787409,9.856314228387024,0.25557828971528596
Torque2_n5_itr11_AffineTrans3,Torque2,5,11,Proposed method 3,211.53125786980172,0.5507611168956682,11.825343913977626,0.047160790221447924
Torque2_n5_itr12_WOTL,Torque2,5,12,Without transfer,248.36810500422067,0.07314404837146152,12.567248132587485,-0.11877020582972198
Torque2_n5_itr12_ONLY,Torque2,5,12,Using only source features,235.16332705528353,0.47513974841275397,12.296188364795038,-0.059289492138174804
Torque2_n5_itr12_WITH,Torque2,5,12,With source features,221.69489805041775,0.24568405425251497,11.755602354877233,0.0013788335702353827
Torque2_n5_itr12_RES,Torque2,5,12,Leraning the residuals,224.31844309961673,0.16621904899829826,11.656955470557007,-0.010438883663005827
Torque2_n5_itr12_RATE,Torque2,5,12,Learning the rates,225.95804164831986,0.14407673388373382,11.604919721518812,-0.017824429426941846
Torque2_n5_itr12_AffineTrans,Torque2,5,12,Proposed method,247.66062604506126,0.08171772791417983,12.547482736981038,-0.11558337803335283
Torque2_n5_itr12_AffineTrans2,Torque2,5,12,Proposed method 2,249.40081354153435,0.07454620969971137,12.598884754491621,-0.1234220251236402
Torque2_n5_itr12_AffineTrans3,Torque2,5,12,Proposed method 3,248.3288501362753,0.0731882175130465,12.566447689970998,-0.1185933828971224
Torque2_n5_itr13_WOTL,Torque2,5,13,Without transfer,390.0771567560302,-0.08512455007905909,14.38933618009378,-0.7570963910442547
Torque2_n5_itr13_ONLY,Torque2,5,13,Using only source features,222.0851267996445,0.2767980963959905,10.590416579617404,-0.00037894566669871566
Torque2_n5_itr13_WITH,Torque2,5,13,With source features,397.7915953193173,-0.09580288160857063,14.34992265641295,-0.7918459576971981
Torque2_n5_itr13_RES,Torque2,5,13,Leraning the residuals,222.08912844995447,0.2767902500591842,10.590584475622933,-0.0003969710373108448
Torque2_n5_itr13_RATE,Torque2,5,13,Learning the rates,223.2536440473579,0.27674538209738664,10.573938659075072,-0.005642513151411288
Torque2_n5_itr13_AffineTrans,Torque2,5,13,Proposed method,201.8575199273226,0.35517408446999965,10.291025455044743,0.09073598997934851
Torque2_n5_itr13_AffineTrans2,Torque2,5,13,Proposed method 2,261.9875364372428,-0.009625780668613,12.182006413152886,-0.18011871959056514
Torque2_n5_itr13_AffineTrans3,Torque2,5,13,Proposed method 3,222.01658006898217,0.27977384486576445,10.600021200467118,-7.017800117758988e-05
Torque2_n5_itr14_WOTL,Torque2,5,14,Without transfer,218.3811852532021,0.4916498077717381,10.84423171276998,0.016305400522697133
Torque2_n5_itr14_ONLY,Torque2,5,14,Using only source features,275.5022510023282,0.16730156531293872,12.266185465838813,-0.24099553787386907
Torque2_n5_itr14_WITH,Torque2,5,14,With source features,234.64445535236334,0.4305330285258509,11.259740943396697,-0.05695224274834132
Torque2_n5_itr14_RES,Torque2,5,14,Leraning the residuals,275.5022510023283,0.16730156531293872,12.266185465838815,-0.24099553787386951
Torque2_n5_itr14_RATE,Torque2,5,14,Learning the rates,275.5022510023283,0.1673015653129385,12.266185465838815,-0.24099553787386951
Torque2_n5_itr14_AffineTrans,Torque2,5,14,Proposed method,296.4912804702248,0.11621113811193032,12.840708091553772,-0.3355402895744377
Torque2_n5_itr14_AffineTrans2,Torque2,5,14,Proposed method 2,261.1261971967489,0.3818700761962875,11.928977988424247,-0.17623883058726397
Torque2_n5_itr14_AffineTrans3,Torque2,5,14,Proposed method 3,270.1663757544053,0.17521257028569753,12.175611577860147,-0.2169601721037797
Torque2_n5_itr15_WOTL,Torque2,5,15,Without transfer,420.39861123375226,0.35071838912271064,16.585906166448794,-0.893678903788881
Torque2_n5_itr15_ONLY,Torque2,5,15,Using only source features,454.24545568623614,0.12308811964650473,16.714630175797957,-1.0461414799886248
Torque2_n5_itr15_WITH,Torque2,5,15,With source features,432.1425126196448,0.3352814133262415,16.712616127282246,-0.9465791220778421
Torque2_n5_itr15_RES,Torque2,5,15,Leraning the residuals,454.24545568624245,0.12308811964650382,16.714630175798092,-1.0461414799886533
Torque2_n5_itr15_RATE,Torque2,5,15,Learning the rates,454.24545568624706,0.12308811964650061,16.714630175798177,-1.0461414799886741
Torque2_n5_itr15_AffineTrans,Torque2,5,15,Proposed method,257.7479866888082,0.40692066022559764,12.892356675466988,-0.16102173471563153
Torque2_n5_itr15_AffineTrans2,Torque2,5,15,Proposed method 2,288.29383784571013,0.4309365641608465,13.379156966730303,-0.2986150387571085
Torque2_n5_itr15_AffineTrans3,Torque2,5,15,Proposed method 3,357.91894165131924,0.24329486264723416,14.98463026444051,-0.6122402190683782
Torque2_n5_itr16_WOTL,Torque2,5,16,Without transfer,264.8343284263133,0.15109841826672218,11.979041203704693,-0.19294204913810353
Torque2_n5_itr16_ONLY,Torque2,5,16,Using only source features,239.77479344318843,0.34137167977852445,10.986306305196342,-0.08006176964089828
Torque2_n5_itr16_WITH,Torque2,5,16,With source features,269.68874286459857,0.1382805185366728,12.037983680795612,-0.21480868229621763
Torque2_n5_itr16_RES,Torque2,5,16,Leraning the residuals,239.88936297480933,0.3410155385582393,10.984706234863147,-0.08057784628637221
Torque2_n5_itr16_RATE,Torque2,5,16,Learning the rates,246.149176349359,0.34125382798656173,11.147073092678669,-0.10877507675355158
Torque2_n5_itr16_AffineTrans,Torque2,5,16,Proposed method,271.50835220510476,0.11240183770935101,12.123706143456555,-0.22300508382842388
Torque2_n5_itr16_AffineTrans2,Torque2,5,16,Proposed method 2,271.28869040978617,0.10831051092385657,12.127280765583969,-0.22201562074113523
Torque2_n5_itr16_AffineTrans3,Torque2,5,16,Proposed method 3,254.28331329943705,0.20936309931075892,11.69800354019934,-0.14541516816034195
Torque2_n5_itr17_WOTL,Torque2,5,17,Without transfer,152.0887058736036,0.7370472197766794,9.668917492815241,0.3149188267483216
Torque2_n5_itr17_ONLY,Torque2,5,17,Using only source features,172.69695990084358,0.640430845114459,9.959487623491752,0.22208927200555517
Torque2_n5_itr17_WITH,Torque2,5,17,With source features,153.8041274857887,0.7406445077962598,9.638407733661667,0.3071917371926136
Torque2_n5_itr17_RES,Torque2,5,17,Leraning the residuals,172.69695990083596,0.640430845114462,9.95948762349149,0.22208927200558948
Torque2_n5_itr17_RATE,Torque2,5,17,Learning the rates,172.6969599008303,0.6404308451144672,9.959487623491311,0.2220892720056149
Torque2_n5_itr17_AffineTrans,Torque2,5,17,Proposed method,145.02656970194363,0.6148388872896436,9.272658429688978,0.3467301075817897
Torque2_n5_itr17_AffineTrans2,Torque2,5,17,Proposed method 2,167.71025088479072,0.5711706707312014,9.850771484280786,0.24455182399953024
Torque2_n5_itr17_AffineTrans3,Torque2,5,17,Proposed method 3,152.90136597340097,0.6383495017705583,9.410302821105264,0.3112582121653644
Torque2_n5_itr18_WOTL,Torque2,5,18,Without transfer,222.6153429260871,0.40666624164774967,11.750736392333796,-0.002767295833095096
Torque2_n5_itr18_ONLY,Torque2,5,18,Using only source features,216.96338748995336,0.3520968978278752,10.311355340444674,0.022691848152064598
Torque2_n5_itr18_WITH,Torque2,5,18,With source features,176.41273071643568,0.48984607076007125,9.804391309556127,0.20535164106012682
Torque2_n5_itr18_RES,Torque2,5,18,Leraning the residuals,216.96338748995393,0.35209689782787545,10.311355340444686,0.022691848152062044
Torque2_n5_itr18_RATE,Torque2,5,18,Learning the rates,216.96338748995376,0.35209689782787557,10.311355340444681,0.022691848152062932
Torque2_n5_itr18_AffineTrans,Torque2,5,18,Proposed method,183.19929775878887,0.46768894180126563,9.634935058242922,0.1747816570167986
Torque2_n5_itr18_AffineTrans2,Torque2,5,18,Proposed method 2,218.91223721661078,0.29518423354803963,10.540626089010187,0.013913285341889625
Torque2_n5_itr18_AffineTrans3,Torque2,5,18,Proposed method 3,187.6643562557502,0.45082341884707605,9.73319002866636,0.15466887154620745
Torque2_n5_itr19_WOTL,Torque2,5,19,Without transfer,229.88451807294882,0.06187086949350494,11.506526581741523,-0.03551118046002255
Torque2_n5_itr19_ONLY,Torque2,5,19,Using only source features,191.79533074767045,0.41517742631349425,9.776752841104775,0.13606096219921449
Torque2_n5_itr19_WITH,Torque2,5,19,With source features,222.47731420575062,0.1925647987696917,11.179124664896362,-0.002145547642607326
Torque2_n5_itr19_RES,Torque2,5,19,Leraning the residuals,191.79641107986416,0.4151696876579237,9.776796326409029,0.13605609585991263
Torque2_n5_itr19_RATE,Torque2,5,19,Learning the rates,192.17045373791382,0.41517577240045944,9.781671454032496,0.1343712266150141
Torque2_n5_itr19_AffineTrans,Torque2,5,19,Proposed method,188.740857593656,0.4264968773730756,9.722053897764075,0.1498197882737623
Torque2_n5_itr19_AffineTrans2,Torque2,5,19,Proposed method 2,245.38274477810373,-0.004899512244503573,11.72790078533469,-0.1053226978471975
Torque2_n5_itr19_AffineTrans3,Torque2,5,19,Proposed method 3,191.65849511961827,0.41564994452300275,9.774200344692845,0.1366773361243535
Torque3_n5_itr0_WOTL,Torque3,5,0,Without transfer,100.8038484012063,0.34418590226230295,7.385334895805966,-0.018761119156246897
Torque3_n5_itr0_ONLY,Torque3,5,0,Using only source features,48.628380292892686,0.7293944598015162,4.7102753077046104,0.5085435336479665
Torque3_n5_itr0_WITH,Torque3,5,0,With source features,83.71249967215108,0.4636798417521218,6.584556276265308,0.15397039690453906
Torque3_n5_itr0_RES,Torque3,5,0,Leraning the residuals,48.6283802928927,0.7293944598015162,4.710275307704614,0.5085435336479663
Torque3_n5_itr0_RATE,Torque3,5,0,Learning the rates,48.628380292892444,0.729394459801516,4.710275307704609,0.5085435336479689
Torque3_n5_itr0_AffineTrans,Torque3,5,0,Proposed method,65.85087321592668,0.622516652423192,5.399558312971423,0.3344866256706248
Torque3_n5_itr0_AffineTrans2,Torque3,5,0,Proposed method 2,87.16694648814479,0.4368960676411053,6.618497064342726,0.1190584747890201
Torque3_n5_itr0_AffineTrans3,Torque3,5,0,Proposed method 3,64.34399531707278,0.6322196330201028,5.337228186270664,0.3497156932014419
Torque3_n5_itr1_WOTL,Torque3,5,1,Without transfer,98.47121030620174,0.13534881232080784,7.554096887104574,0.004813387511346745
Torque3_n5_itr1_ONLY,Torque3,5,1,Using only source features,84.57178111511679,0.528512768939337,6.848896078924058,0.14528617960142787
Torque3_n5_itr1_WITH,Torque3,5,1,With source features,97.84827755132682,0.16743558690906515,7.519945192476587,0.011108977219287608
Torque3_n5_itr1_RES,Torque3,5,1,Leraning the residuals,84.5715816545106,0.528495721024268,6.8488954492507474,0.14528819542437132
Torque3_n5_itr1_RATE,Torque3,5,1,Learning the rates,84.55540906278766,0.5284992257324795,6.846710609000547,0.14545164164100532
Torque3_n5_itr1_AffineTrans,Torque3,5,1,Proposed method,100.64541911467408,0.17208952594646848,7.689386889308312,-0.017159973963731145
Torque3_n5_itr1_AffineTrans2,Torque3,5,1,Proposed method 2,98.41424598107008,0.13822240192506483,7.549878888769996,0.0053890901312718675
Torque3_n5_itr1_AffineTrans3,Torque3,5,1,Proposed method 3,99.20708680386048,0.13546424459799172,7.604769248329163,-0.002623653595772657
Torque3_n5_itr2_WOTL,Torque3,5,2,Without transfer,82.97216235123757,0.5431038473322978,6.597165669506752,0.1614525207477191
